product_id,field_id,category,populated,emitted,prevalence,evidence_rate,description_rate
synthetic,age_bracket,Demographic: Core,10000000000,10000000000,1.0,,
synthetic,region,Demographic: Core,10000000000,10000000000,1.0,,
synthetic,gender_identity,Demographic: Core,10000000000,10000000000,1.0,,
synthetic,urbanicity,Demographic: Core,10000000000,10000000000,1.0,,
synthetic,socioeconomic_band,Demographic: Core,10000000000,10000000000,1.0,,
synthetic,primary_language,Linguistic: Language,10000000000,10000000000,1.0,,
synthetic,english_proficiency,Linguistic: Language,10000000000,10000000000,1.0,,
synthetic,multilingualism,Linguistic: Language,10000000000,10000000000,1.0,,
synthetic,register,Demographic: Core,10000000000,10000000000,1.0,,
synthetic,domain,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,subject_specialty,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,domain_characteristics,Personality: Character,10000000000,10000000000,1.0,,
synthetic,highest_education,Learning: Academic,10000000000,10000000000,1.0,,
synthetic,academic_field,Learning: Academic,10000000000,10000000000,1.0,,
synthetic,institution_tier,Learning: Academic,10000000000,10000000000,1.0,,
synthetic,research_output,Professional: Career,10000000000,10000000000,1.0,,
synthetic,seniority,Professional: Career,10000000000,10000000000,1.0,,
synthetic,company_size,Professional: Industry,10000000000,10000000000,1.0,,
synthetic,role_function,Professional: Industry,10000000000,10000000000,1.0,,
synthetic,years_experience,Professional: Career,10000000000,10000000000,1.0,,
synthetic,linkedin_activity,Professional: Career,10000000000,10000000000,1.0,,
synthetic,life_stage,Demographic: Life Events,10000000000,10000000000,1.0,,
synthetic,major_life_events,Demographic: Life Events,10000000000,10000000000,1.0,,
synthetic,cultural_background,Demographic: Cultural,10000000000,10000000000,1.0,,
synthetic,tech_savviness,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,dominant_trait,Personality: Character,10000000000,10000000000,1.0,,
synthetic,risk_tolerance,Risk & Decision,10000000000,10000000000,1.0,,
synthetic,decision_style,Risk & Decision,10000000000,10000000000,1.0,,
synthetic,values_priority,Values & Motivation,10000000000,10000000000,1.0,,
synthetic,political_lean,Worldview: Beliefs,10000000000,10000000000,1.0,,
synthetic,religiosity,Values & Motivation,10000000000,10000000000,1.0,,
synthetic,neurotype,Personality: MBTI,10000000000,10000000000,1.0,,
synthetic,emotional_state,State: Emotional,10000000000,10000000000,1.0,,
synthetic,intent,State: Emotional,10000000000,10000000000,1.0,,
synthetic,query_complexity,State: Emotional,10000000000,10000000000,1.0,,
synthetic,expertise_gap,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,tone_expected,Linguistic: Communication,10000000000,10000000000,1.0,,
synthetic,trust_level,Worldview: Beliefs,10000000000,10000000000,1.0,,
synthetic,safety_sensitivity,Worldview: Beliefs,10000000000,10000000000,1.0,,
synthetic,time_pressure,Behavior: Time,10000000000,10000000000,1.0,,
synthetic,prior_context,State: Emotional,10000000000,10000000000,1.0,,
synthetic,device_context,State: Emotional,10000000000,10000000000,1.0,,
synthetic,modality_pref,Behavior: Preferences,10000000000,10000000000,1.0,,
synthetic,accessibility_needs,Behavior: Preferences,10000000000,10000000000,1.0,,
synthetic,learning_style,Learning: Style,10000000000,10000000000,1.0,,
synthetic,media_diet,Behavior: Preferences,10000000000,10000000000,1.0,,
synthetic,economic_motivation,Values & Motivation,10000000000,10000000000,1.0,,
synthetic,fam_machine_learning,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_deep_learning,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_statistics,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_data_science,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_cardiology,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_neurology,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_oncology,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_pediatrics,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_psychiatry,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_radiology,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_surgery,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_immunology,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_constitutional_law,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_contract_law,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_criminal_law,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_tax_law,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_intellectual_property,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_corporate_finance,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_quantitative_trading,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_accounting,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_auditing,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_macroeconomics,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_microeconomics,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_behavioral_economics,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_curriculum_design,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_pedagogy,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_special_education,Learning: Academic,10000000000,10000000000,1.0,,
synthetic,fam_structural_engineering,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_mechanical_engineering,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_electrical_engineering,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_civil_engineering,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_chemical_engineering,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_aerospace_engineering,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_robotics,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_control_systems,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_molecular_biology,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_genetics,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_biochemistry,Expertise: Domains,10000000000,10000000000,1.0,,
synthetic,fam_organic_chemistry,Expertise: Domains,10000000000,10000000000,1.0,,
